titles,reviews
아낌없이 주련다, 아낌없이주련다
마녀," 지옥에서 온 천사를 보았네
'마녀'는 이 영화의 감독인 '박훈정' 감독에게나, 영화를 제작한 '워너'에게나 꽤나 중요한 작품이 아니었을까 싶다. 박훈정 감독은 '신세계'(2012)의 대성공 이후 '대호'(2015)와 '브이아이피'(2017)를 연달아 내놓았지만 모두 실망스러운 성적을 거뒀고, 워너 역시 '밀정'(2016)의 대성공 이후 내놓은 '싱글라이더'(2017)와 '브이아이피(2017)' 모두 부진했다. 여러 방향에서 중요한 이정표가 될 '마녀'는, 다행히도 꽤나 만족스러운 결과물을 보여준다. '마녀'는 이미 마르고 닳도록 쓰인 소재를 적절히 변주하여 '한국식'으로 잘 버무린다. 그 결과, 지옥에서 온 이 잔혹한 천사의 태제는 관객들을 익숙하면서도 새로운 신세계로 이끈다.

'과거를 잊고 평범하게 지내던 인물의 숨겨진 과거'라는 내용은, 딱히 주인공을 여성을 한정 짓지 않아도 동서고금을 막론하고 그 예가 넘쳐흐른다. 당장 한국에만 해도 '악녀'(2017)가 떠오른다. '마녀'는 이런 할리웃 영화에서 흔히 볼 수 있는 설정들과, 일본 아니메에서 쉽게 접할 수 있는 감성을 적절히 뒤섞는다. '마녀'의 장점은 이런 장치들을 어떻게 배치하는가에 있다. 황당할만한 설정들이지만 딱히 관객들에게 친절하게 설명할 생각은 없어보인다. 대신 차곡차곡 스토리와 캐릭터들을 쌓아올리다가, 장르를 변주하면서 동시에 빠꾸없이 폭주시켜 버린다. 판이하게 다른 전후반부의 온도감은 당황스러움보다는 쾌감으로 다가온다.

만화적인 설정들과 장면들이 황당하지 않은 것은 영화가 자신이 무엇을 해야할지 명확히 인지하고 있기 때문이다. 여성을 주인공으로 내세운 영화들이 흔히들 하는 실수인 쓸데없는 모성애 장면이나 인물들의 발목을 붙잡는 동네 청년과의 첫사랑 따위는 눈 씻고 찾아봐도 없다. 전반부의 드라마와 미스테리, 그리고 적당한 유머로 텐션을 끌어올리더니, 후반부는 알찬 액션으로 채워넣는다. 이상하리마치 전반부에 액션을 꽁꽁 감춰뒀었는데, 판도가 바뀐 이후에는 정말이지 뒤도 돌아보지 않고 폭주한다. 이와 같이 힘과 속도, 잔혹성과 타격감까지 제대로 갖춘 이 액션 장면들이 가능했던 이유는, 밑그림 잘그려놓은 스토리와 그보다 더 매력적인 캐릭터들에 있다.


'The Witch : Part 1. The Subversion'라는 영제에서 알 수 있듯이 '마녀'는 처음부터 3부작으로 기획된 영화다. 그래서인지 이번 편에서 떡밥마냥 여러 설정들을 뿌리고, 결말마저도 속편을 예고하면서 끝난다. 하지만 시리즈 영화가 가능하려면 무엇보다 중요한 것은 '캐릭터'이다. 한국 영화들이 그토록 목말라하던 독보적인 매력을 뿜어내는 캐릭터, 그것도 극명히 두 분위기를 담아내야하는 이 어려운 임무를 배우 '김다미'는 천연덕스러운 얼굴로 해낸다. 연기뿐만 아니라 액션까지도 말이다. 속된 말로 빠꾸없이 하나의 목적을 향해 폭주하는 '자윤'이라는 캐릭터의 가장 큰 장점은, 아직 보여주지 않은 카드가 많다는 점이다. 미련없이 터트리고 돌아서는 이 캐릭터의 행보는 후속편을 보지 않고는 배길 수 없게 만들어놨다.

분명 '마녀'는 새로운 영화는 아니다. '마녀'는 익숙한 카드들을 예상하지 않은 방향으로 배치하면서, 장르적인 재미를 적당히 변주하고 적절히 터트리는데 집중한다. 그리고 이 점이 잘 먹혀들었다. 물론 단점이 없는 것도 아니지만, 그보다 장점들이 눈에 띈다는 것에 점수를 더 주고 싶다. 이처럼 '마녀'는 다양한 영화들의 레퍼런스들을 흡수했지만, 자신만의 인장을 찍는데 성공한다. 이를 가능케하도록 카멜레온 같은 모습을 보여주면서 극을 이끌고 간 '김다미' 배우는 두번 칭찬해도 모자람이 없고, 또라이같은 캐릭터를 부담스럽지 않게 담아낸 '최우식' 배우의 연기도 눈에 띈다. 스스로 주도권을 쥐고 판을 흔드는 '다윤'이라는 매력적인 인물의 다음 모습을 얼른 볼 수 있게, 많은 관객들이 '마녀'와 만날 수 있기를 진심으로 바란다. 아직은 미생인 자윤의 이야기, 완생에 이르기 위한 그녀의 여정이 궁금해지는 첫 단추
엄청난 경쟁률을 뚫고 등장한 괴물 신인, 연이은 성공으로 충무로의 주목을 받던 박훈정 감독이 최근 부진하며 기대 반, 우려 반을 적절히 받는 와중에 내놓은 신작. 그것도 국내에선 거의 시도된 적 없었던 능력자 배틀물? 이라는 향간의 소문은 다소 흥미롭긴 했지만 내게 영화관으로 향하게 할만한 유인은 되지 못했다.

하지만 그러던 어느 날 내가 이 영화를 봐야겠다고 마음먹은 결정적으로 이유가 갑자기 찾아왔다. 예고편 중 열차 안에서의 조우씬을 사용한 예고편이 있었는데 그 속에는 계란으로 꽉 차 빵빵해진 볼을 한 채 어리둥절한 표정으로 상대방을 응시하는 고양이상을 한 소녀가 있었다.
절찬 상영 중이라는 문구는 별로 중요하지 않았다. 도깨비에서도 나왔던 김인육 시인의 시 '사랑의 물리학을' 인용하자면

순간, 나는
뉴턴의 사과처럼
사정없이 그녀에게로 굴러떨어졌다.
쿵 소리를 내며

업계 용어로 속칭 덕통사고. 부지불신 간에 소리소문없이 찾아와 사람 마음을 치고 뺑소니처럼 도망가서는 막대한 후유증을 남긴다는 그것이었다. 그렇다. 사랑이어ㅆ...

그리하여 마침내 보게됫 영화 <마녀>는 지금은 오리무중이 되어버린 <신세계> 시리즈처럼 3부작으로 기획된 작품이다. 때문에 여기서 '마녀아가씨'의 이야기는 끝이 아니며 이제 막 시작되었을 뿐이다.

이어질 그(그녀)의 이야기를 관객들로 하여금 궁금하게 만든다는 것은 캐릭터를 연기한 배우에게 있어 꽤 의미있는 칭찬일듯 싶은데 자윤으로 분한 김다미 배우는 그런 힘을 가진 배우라 생각한다. 제법 오랫동안 평범한 일상을 꿈꾸는 여고생 자윤의 이야기를 쌓으면서 중, 후반부에 본격적인 스토리 텔링에 접어드는 방식도 지루함 없이 와닿았다. 만두 같은 얼굴을 한 여고생으로서의 모습도, 전환점을 겪으며 드러내는 '마녀'라고 불린 본색도 신인 여성 배우가 원톱으로 제대로 소화해 냈다는 점은 명백한 본작의 장점으로 꼽힐 만 하다.
김다미 배우뿐만 아니라 각자의 자리에서 역할을 톡톡히 해준 조연들도 영화의 재미를 더해준다. 모든 캐릭터가 좋았던 것은 물론 아니지만 '귀공자'역의 최우식, 친구 명희 역을 맡은 고민시 배우 등이 괄목할 만한 연기를 선보인다.
만화적인 연출과 편집을 통한 빠르고 파괴적인 액션씬들 역시 제법 괜찮았다.

다만 아쉬운 부분 역시 적지 않다.
각본가로서의 박훈정 감독의 역량은 매력적이라고 생각하지만 연출가로서의 역량은 상대적으로 아직 보완해야 할 부분이 남았지 않으냐는 아쉬움이 남는다. 클리셰로 여겨질 고루한 연출과 미스터리 장르의 특성상 풀어야 할 이야기가 많음에도 불구하고 구태여 등장인물들의 대사를 통해 설정을 '들려'준다는 점, 가끔 안 좋은 의미로 닭살이 돋게 만든 허세로운 대사들은 차기작에서 좀 더 나은 방향으로 발전됐으면 하는 부분이다.

아마도 더 큰 스케일로, 기대하기로는 좀 더 나은 모습으로 돌아올 이 트릴로지가 대한민국에 몇 없는 성공적인 시리즈 물로 자리하길 바란다. 뭔가 '이상한' 영화.
뭔가 '이상하다'. 부자연스러운 게 보이는데, 묘하게 술술 넘어간다.

그동안 남성 성향이 짙은 작품만 맡아오던 박훈정 감독이 여성 주인공을 앞세웠다는 건 분명 특이하다. 그런데 보는 내내 '악녀'가 떠올랐다. 둘 다 여성 캐릭터 중심에 잔혹한 액션 영화라는 공통점이 있다. 하지만 전반적인 액션 난이도나 화려한 면은 '악녀'의 손을 들어줘야할 것이다.

'마녀'는 3부작을 염두한 탓인지 자윤이라는 초인 캐릭터의 서사에 중점을 뒀고 액션도 중반이 되서야 불붙기 시작한다. 그렇기 때문에 액션을 기대한다면 인내심을 가지고 기다려야 한다.

김다미라는 신인배우의 순수한 마스크와 신비한 아우라, 180도 돌변하는 반전매력은 분명 끌리는 요소다. 하지만 문제는 배우가 아닌 자윤이다. 자신의 과거를 모두 기억하는 순간부터, 캐릭터의 매력이 반감되고 평면적으로 돌변한다.

특이한데 신선하지 않고, 이상한데 그럴싸하고. 그래서 '마녀'를 향한 다른 이들의 평가가 더욱 궁금하다.

-2018년 6월 19일 '마녀' 언론/배급 시사회 관람- 확실히 캐릭터가 주는 힘이 있고 기존의 초능력 소재로 한 영화와는 다른 느낌이 나쁘지는 않지만 액션연출이 너무 튀고(특히 철문 던질 때 너무 별로) 스틸컷에서 유난히 많다 느꼈던 것이었는데 영화자체에서도 쓸데없이 클로즈업들이 많아 부담스럽게 느껴지기도 한다. 그럼에도 다음 편이 궁금해지기는 한다. 다만 3부작은 너무 오바고 2부작으로 다음 시퀄정도로 1편의 아쉬움을 상쇄하는 것이 좋을 것 같다. 이미 프리퀄로는 회상장면과 대사를 통해 다 말해주니 궁금해지지도 않다. 영화에 여백은 끝에 후속편에 대한 여지만 존재할 뿐이다. 새로운 시도에 박수를
긴 예열과 다소 늘어지는 클라이막스의 호흡이 아쉽지만, 웹툰 혹은 일본 애니메이션에 어울릴 법한 이야기를 큰 촌스러움 없이 국내 영화에 이식한 시도에 점수를 주고 싶다.

김다미, 최우식을 비롯한 배우들의 캐스팅은 대체로 좋은 편이다. 가장 눈에 들어온 배우는 자윤의 단짝친구 명희 역을 맡은 고민시였고, <킬 빌>의 고고 유바리가 지나치게 오버랩되긴 했어도 긴머리 역의 다은 역시 분위기 조성이나 연기 자체는 준수했다. 다만 조민수는 각본에 조금 피해를 본 것 같기도 하다.

트릴로지로 계획됐다고 들었는데, 지금의 흥행추세로 봤을 땐 일단 후속편까진 나오지 않을까 싶다. 그리고 한국영화에서 이러한 장르의 시리즈물이 하나쯤 나오는 것도 나쁘지 않다고 생각한다. 일단 이번 편을 나름대로 재미있게 봤기에, 이어지는 2편이 어떻게 전개될지 기대된다."
어스," 배타성에 관한 환상특급
자신이 겪은 인종차별을 소재로 한 <겟 아웃>로 큰 성공을 거둔 필에게서 소포모어 징크스 따윈 찾아볼 수 없다. 개인적으로 <겟 아웃>보다 더 재밌게 보았다. <어스>는 '우리(US)와 똑같이 생긴 가족과 만나며 겪는 일을 다루고 있다. 전작 <겟 아웃>과 마찬가지로 언뜻 가족드라마처럼 보인다. 그러나 필이 영감을 얻었다던 <환상특급>과 매우 흡사하다. 포스터 속 가위로 대변되는 피칠갑은 슬래셔 장르를 떠올리지만, <어스>의 뼈대는 미스터리 호러이다. 게다가 M. 나이트 샤밀란처럼 반전도 등장한다.


그러므로 영화 속 등장하는 모든 장면마다 상징과 복선을 심어놨다. '어스(Us)'라는 제목부터 다의적이지 않은가? '우리들'로도 읽히지만, '미국(United States)’을 뜻하는 US일수도 있다. 어떻게 해석하든 간에 영화 전체가 의미심장한 이야기를 한다.

확실히 <어스>는 <겟 아웃>의 인종차별을 초월해 훨씬 확장된 주제를 담아냈다. 이는 영화의 형식에서도 알 수 있다. 사실 이런 가족드라마는 원래 백인들의 전유물이었다. 이렇듯 흑인 가족이 등장하는 그림 자체도 신선하지만, 어둠 속에 숨어버리는 효과도 무시할 수 없다. 그게 '도플갱어'라는 설정 와 연결되면 영화 속 '정체성'이라는 주제와 의미를 더 부각하기 때문이다.또한, 중반부에 ‘핸즈 어크로스 아메리카(Hands Across America)’ 운동을 통해 빈부격차도 슬쩍 건든다.


줄거리를 살펴보자. 엄마, 아빠, 딸, 아들로 구성된 4인 가족이 여름휴가를 간다. 그날 밤, 그들과 똑같이 생긴 빨간 유니폼을 입은 도플갱어들이 그들을 습격하죠.


여기서부터 관객과의 퀴즈가 시작되지요. '진짜'와 '가짜'라는 정체성을 둘러싼 술래잡기가 펼쳐지지요.

과연 지금 스크린 속에 나타난 애들 에이드 가족이 사람이 맞는지, 도플갱어는 아닌지. 풀어가는 재미가 쏠쏠하다. 힌트는 첫 장면, 놀이공원 오프닝을 떠올려보세요. 가위와 토끼, 거울 등 힌트 덕분에 어느 정도는 예측할 수 있다. 후반부에는 이에 대해 설명도 해준다. 다만, 보통 호러영화가 그렇듯 이치에 딱딱 들어맞지 않고요. 그렇지만, 반전도 예측 가능하고 당연한 결말로 끝맺음한다. (모순된 표현이지만), 모호하지만, 나름 명쾌한 진행을 하므로 이야기 전체가 신선하면서 납득이 간다. 다음 장면을 예상할 수 없으므로 호러영화의 새로운 장을 연 것 같다.


겨우 2번째 작품인 마이클 에이블스의 음악도 진짜 끝내준다. 마치 '호러영화엔 이런 음악이지'라는 듯이 말이다. 그리고 스탠리 큐브릭 감독의 <샤이닝(1980)>에서 볼 수 있었던 미장센과 촬영기법이 고스란히 쓰였다. <나 홀로 집에>, <죠스> 티셔츠, 마이클 잭슨의 <스릴러> 뮤직비디오, N.W.A의 Fuck Tha Police, 자넬 모네의 I Like That, 비치 보이스의 Good Vibration 등 다양한 문화적 유산에 빨대를 꽂았다.


<어스>의 재미있는 점들 중 하나는, 윌슨 가족 전원이 '도플갱어'까지 1인 2역을 한다는 점이다.

피해자와 가해자를 동시에 연기하지만, 각자 도플갱어와 완벽한 대칭을 이루기보다는 은밀한 방식으로 차별화했다. 그중 루피나 뇽오가 가장 복잡한 감정연기를 섬세하게 펼쳤다. 그녀가 내년 오스카 여우주연상을 받았으면 좋겠다. 그밖에, <심슨가족>을 떠올리게 하는 윈스턴 듀크의 코미디 연기도 좋았다.


<겟 아웃>가 주제가 명확했다면, <어스>는 모호하다. 굳이 인종차별에 초점 맞추지 않아도 영화에 대해 할 얘기가 무궁무진하다. '가족'과 '미국'이라는 공동체에 관해 수많은 해석이 가능할 정도다. 그리고 웃긴 부분이 많았다. 그리고 <겟 아웃>보다 무서웠다.


이 말인즉슨, <겟 아웃>보다는 (<샤이닝>을 오마주 할 만큼) 호러 장르의 문법에 가깝다. 액션 동선도 잘 짜였고, 서스펜스도 훌륭하다. 그렇지만, 조던 필 감독은 <겟 아웃>처럼 노골적인 메시지를 띄우지도 않았고,샤밀란처럼 반전에 올인하지도 않았다. 그렇다고, 자극적인 피칠갑과 고어 묘사도 두드러지진 않았다.


그럼에도 <어스>가 무서운 까닭은 물리적인 폭력보다는 정체성의 혼란과 논리적으로 설명할 수 없는 미스터리가 더 크다. <어스>는 극장 밖을 나서면 단순한 영화상의 공포가 아니라 실제 벌어지는 비극임을 직시하게 만들기 때문이다.
리뷰 전문 보기 겟아웃을 기대했다면 실망적일 수 있다 하지만 교훈적 의미도 있고 반전결말맛집이긴하다 어쩌면 가장 무서운 말 '어스' 조던 필이 바라보는 거울 속 US. 차별이 표면장력을 넘은 사회로서의 미국을 은유로 가득 채운 영화다. 작품성에 대한 욕심인지 전작 <겟아웃>의 센세이션으로 인한 부담감인지 모르겠으나 영화 후반부는 과잉된 은유와 너무 힘이 들어간 연출로 영화의 전체적인 격을 떨어트린다. 감독의 욕심 역시 표면장력을 넘은 셈이다.

단순히 보면 미스터리한 복제인간들이 차별적 대우에 저항하는 영화로 볼 수 있겠으나 이민자와 난민에 대한 은유가 곳곳에 박혀있다. 이들을 구원할 기회가 있었음에도 가위로 종이를 자르듯 쉽게 외면하고 우리 눈에 보이지 않는 깊은 곳에 차별을 묻어 아닌 척 살아가길 원하는 사회로서의 미국. 이 차별은 이미 표면장력을 넘었고 더 이상 외면할 수 없는 지경에 왔음을 묵시록적으로 보여주고 있다. 그 방법은 참신하나 표현력이 평범하고 뻣뻣해 아쉽다."
더 수어사이드 스쿼드," 그 동안 제임스 건 감독이 막나가는 피칠갑 B급 감성의 영화를 만들려고 얼마나 벼르고 있었는지 132분짜리 사지절단 오락영화를 통해 체험해보자! 또 자폭하러 가는 그들
영화 제목을 그대로 직역하면
자살특공대가 되버린다.
딱 맞게도 등장인물들이
심상치 않은 능력을 지닌채
전혀 예상치 못했던 위험에 뛰어드는데
보는 내내 스릴이 꽤 있었다.

시작부터 팀웍이라곤 1도 안보이던
(시작부터 서로 안죽인게 신기했을 정도로)
이들이 각자의 사연을 가지고 팀으로
모여서 어찌해서 위험한 미션을 하려는데
주변 상황이 이들을 쉽게 도와주질 않았다.

결국 전편에 이어서 또 자폭하러 가는구나 하는
탄식과 함께 어떻게 헤쳐나가는지 보는게
쏠쏠한 재미를 줬다.

마지막으로 스포없이 두가지를 얘기하자면
제임스 건이 만들어서 그런지
DC 영화치고는 유머가 상당하며
또한 고어함이 DC 영화중
장난 아니라는 평이있는 [왓치맨 얼티메이트 컷] 보다
훨씬 심하다.

잔인한걸 잘 못본다면 비추하고 싶을정도로···ㄷㄷ A 가오갤 12세로 낸 한을 여기서 푸시네 제임스 건이 되살린 자살 특공대 OCN재방도 재미있더라 신난다 재미난다 더? 수어사이드 스쿼드
가히 가오갤 청불버전이라 할 만하다 캐릭터나 빌런이나 느낌적인 느낌? 생각보다 호불호가 갈리는데 피칠갑이라던가 유머코드가 맞지않으면 그렇겠다 신나게 질주하다 갑자기 후진하는 것처럼 중간에 좀 늘어지는 부분이 있긴하고.
그래도 간만에 B급갬성 넘치는 영화에 신나고 앞으로 디씨도 시리즈 잘좀 뽑아줬으면 좋겠네

크레딧 전후로 쿠키 하나씩.
찾아보니 피스메이커 드라마가 나오는구만 인간이 덜 된, 인간도 아닌 존재들이 인간으로 가득 찬 세상을 구하는 거 짜릿해! 늘 새로워!"
조디악," 긴 러닝타임이었음에도 몰입되었던. 책을 읽어보고싶으면서도 서늘함을 견딜 수 있을까 염려된다. 한줄평 - 점묘법으로 몽타주를 그려내는 솜씨
다시 봐도 명작이다. <살인의 추억>은 팩션이고, 사회비판적이며, 인물의 감정을 관찰한다. 반면 이건 팩트를 수없이 나열하고, 기레기나 견찰이나 개돼지 같은 캐릭터 없이 오로지 추적에 대부분의 시간을 쏟는다. 모든 것이 끝났음에도 마지막까지 집요하게 잡아내서 흥미를 이끈다. 바로 그게 데이빗 핀처의 능력이기도 하지. 쉴새 없이 정보를 쏟아내서 관객의 흥미를 이끌어내는 것 말이다. 그래도 그만의 스타일이 다른 작품에 비해선 좀 죽어있다는 느낌이 들긴 한다. 물론 CG를 적극적으로 이용한 일부 장면이나, 긴장감 조성하는 음악, 역동적인 카메라워크, 스피디한 편집 등등 그의 트레이드마크가 남아있긴 하지만 그래도 옅다. 하지만 멋을 덜 부려서 더더욱 실화에 집중하게 되니 더 진중해졌다.

한줄평
- 점묘법으로 몽타주를 그려내는 솜씨 세 명의 인물이 각기 다른 방법으로 한 사건을 추적하는 과정에서 겪게 되는 좌절과 그 대처가 잘 보인다. 그리고 역시 착실하고 순진한 인간이 물고 늘어질때 가장 무서운 법이지 엄청 긴 러닝타임에서도 빛나는 조밀함 관객마저 지치는 추격, 결국 마침표를 찍고마는 뚝심. . 영화를 뛰어넘는 현실을 다시 영화로 만들기란 쉽지 않았을 것 같다. 나까지 지친다.."
괴물," 과연 누가 괴물인가 지금까지 나온 괴생명체 영화 중 탑3 뽑으라면 <에이리언>, <불가사리> 그리고 이 영화를 뽑겠습니다. 솔직히 봉준호 괴물 나온지 15년이 지났는데도 이만한 크리쳐물이 없음 오만가지 감정이 다 들게 만드는 봉준호의 힘 <플란다스의 개>는 좀 늦게 봤다. 개봉전부터 보고 싶었던 영화였는데 어찌 저찌 하다가 보질 못했고, 저찌 어찌 하다 보게 됐다. 개봉했을때는 그리 주목을 받지도, 평론이 좋지도 않았지만 나는 그 영화를 보고 ""무지"" 좋았다. 그후 절친한 선배 형이 DVD잡지를 만들면서 봉준호 감독을 DVD마니아라서 취재를 했다고 했을때 그는 화성 연쇄 살인사건을 영화로 준비하고 있다고 했다. 물론 한편의 영화만 좋으면 무지껀 다음 영화를 밀어주는 나로써는 그 화성연쇄살인에 관한 영화를 아기다리 고기다렸다.

<살인의 추억>은 최고 였다. 지금까지 내가 본 대한민국 영화중 제일 첫번째는 <바람불어 좋은날> 인지라 그 자리는 비워두고 라도, 제일 앞부분 어느즈음을 차지 할만한 대단한 영화다. 그해 동급의 영화인 <올드보이>가 같이 나왔다는 것도 믿기지 않는 일지만, 어찌하였든 봉 감독의 세번째 프로젝트는 당연히 아기다리 고기다렸다.

<괴물>도 최고다. 어느 누구나 상상할수 있는 스토리에, 어느 누구도 상상할수 없는 구조로, 어느 누구도 상상할수 없는 영화를 만들었다. 괴수 영화에, SF영화에, 가족 영화에, 헐리우드와 주류 영화들을 비아냥 거리는 듯한 비 주류적인 봉 감독의 초반 한강 씬과 엔딩 장면 까지.. 나는 <괴물>이 참 좋다.

굳이 영화를 평가하자면, 뒷부분 보다는 앞부분이 훨씬 좋다.
앞부분만 놓고 봤다면 아마도 <살인의 추억>보다 더 좋아했을지도 모르겠다. 어쨌든 <괴물>은 작심하고 만든 블럭버스트 상업영화다. 마지막 괴물을 물리치는 가족들의 모습이 전형적인 헐리우드 영화의 주류로 돌아가는 것을 보면 확실하다. 그렇다고 아쉽지는 않다. <괴물>은 대한민국 최극단의 상업영화다. 충분히 배부르다.

보지 않은 자여 논하지 말라.
보는 자여 당신은 ""제대로""된 소문난 잔치집에서 맘편히 허리띠 풀어놓고 두루두루 포식할수 있는 최고의 회식자리가 될것이다. 사운드 연출이 예술인 작품. 나이를 먹어가며 공포의 대상이 변해간다. 피상적인 공포만 알던, 처음 본 그때가 조금은 그리워진다. 역시 봉테일 작품! 괜히 봉테일이 아니다. 괴물을 통해 한국 사회의 단면과 사회 전반의 구조적 문제를 간결하면서도 강렬하고 신랄하게 표현하다."
파수꾼, 같은 반이라고 해서 다 친구가 아니라던 담임선생님 말씀이 생각난다. 친구라는 건 전혀 다른 단계였다. 한국영화아카데미 최고의 아웃풋 이제훈 연기가 살짝 아쉬웠는데 이게 영화 데뷔작이구나. 영화 속 캐릭터 자체가 쉬운 역은 아니라서. 관계에서 보이지 않는 벽은 느리고 미세하게 하지만 너무 단단하게 형성된다.
보이스," 주제의식이 과하면 매력이 떨어지기 마련이지 고구마 전개 없이 시원시원한데, 중후반부는 많이 늘어지고 두뇌로 잡기보단 몸에 기댄다. 보이스피싱처럼 혹할 만한 구성이어도 결론은 어차피 '답정너'.
최근 일어나고 있는 사회적 이슈를 작품으로 만든다는 점에서 '보이스'는 제법 적절한 시의성을 갖췄다. 보이스피싱으로 피해입는 피해자들과 조직적으로 피해자들을 양산하는 가해자들을 생각 이상으로 디테일하게 표현해냈다. 비록 곽프로(김무열)나 천본부장(박명훈)이 중간중간 조폭 캐릭터 클리셰를 보여주긴 했으나, 틀에 벗어나지 않았고 적절하게 보이스피싱의 무서움을 표현하고 있었다.

반면, 보이스피싱 범죄조직을 잡겠다고 홀로 뛰어든 한서준(변요한) 캐릭터의 서사나 감정선 등을 표현하는 방식은 다소 아쉽다. 피해자 가족의 입장으로 시작해 복수라는 동기는 일정부분 공감대를 형성하나 범죄의 세계를 비추는 창 이상으로 나아가질 못했다. 겉보기엔 피해자를 대신해 사이다처럼 복수해 카타르시스를 유발하는 듯 했다. 그러나 이는 '빈센조'의 빈센조(송중기)나 '모범택시'의 김도기(이제훈)보단 단면적이라 매력이 떨어진다. 또 도입부부터 마지막 장면까지 보이스피싱의 위험성 및 피해사례를 투머치하게 강조하며 규모가 큰 공익영화처럼 되어버렸다. 이미 관객들은 심각성을 충분히 공감하고 있는데도 말이다.
리뷰 전문 보기"
여름날 우리, 원작보다 재밌는 리메이크작! 이 영화의 하이라이트는 마지막 결혼식부터! 유치한 첫인상 볼 수록 빠져든다 개인적으로 원작을 잘 각색했다고 생각한다. 원작보다 나은 점들이 꽤 많다. 심지어 ost까지
미믹, 23 09 23 자극적이지 않으면서도 기괴하고 긴장감을 연출시키는 게 델 토로만의 매력. 지금 보기에는 클리셰적인 부분이 많지만 그럼에도 디테일한 묘사들이 많아서 그런지 재미있다.
아바타: 물의 길," 2편까지는 오케이, 근데 3편도 이렇게 만들었다가는..
지난주 금요일 키노라이츠의 초대로 코엑스 돌비시네마에서 '아바타: 물의 길'을 감상했다. '아바타: 리마스터링'을 코엑스 돌비시네마에서 관람하면서 새삼 아바타의 진가는 아이맥스가 아니라 돌비시네마였다는 사실을 깨달았기에, 이번에도 기대가 아주 컸다. 하지만 기대치는 너무 높았고 '아바타: 물의 길' (이하 아바타2)은 나에게 절반의 성공처럼 다가왔다.

1편 이후로 13년이라는 짧지 않은 시간이 흐른 현 시점에서 '아바타2'는 결코 쉽지 않은 프로젝트였을 것이다. 13년의 공백 동안 컴퓨터 그래픽 기술은 눈부신 성장을 이뤘고, 마블 유니버스라는 거대한 프렌차이즈가 영화 산업에 입성하면서 '아바타'의 입지가 예전과 같지는 않았을 것이다. 하지만 이러한 상황에서도 '아바타2'는 영화 산업의 최전선에서 역대급 영상미를 전세계를 상대로 당당하게 선보인다. 제목에서도 알 수 있듯 속편에는 물이 주요한 소재이고 바다와 심해가 주요 배경이어서 더더욱 영상미가 남기는 강렬함이 인상적이다. 특히 돌비시네마 3D를 통해서 4K HDR로 체험하는 '아바타2'는 말 그대로 눈이 호강하는 수준. 여기에 가변 48fps를 지원하는 HFR까지 더해지면서 몰입감이 한층 더 높아진다. 관람하는 나 자신이 제이크, 네이티리와 한 공간에 함께 있는 듯한 착각을 불러일으킬 정도였으니까.

하지만 '아바타2'의 최대 약점은 이야기 그 자체이다. 왜 최대 약점인가 하면, 앞서 극찬하며 구구절절 설명한 눈부신 영상미가 아까울 정도로 이야기가 낡고 진부하기 때문이다. 사실 '아바타' 자체의 이야기는 독창적이지 않다. 오히려 익숙한 서사 구조였기에 1편이 기록적인 대박 흥행을 거머쥘 수 있었다고 볼 수 있다. 2편은 그렇지 않다. 2편은 클리셰가 더욱 게으르게 심화되었고, 전반적으로 낡았다는 인상을 지울 수 없다. 특히 네이티리 서사가 매우 아쉽게 느껴졌는데 1편과 비교하면 더 처참한 수준이다. 상황이 이러하니, 제 아무리 3시간 넘게 눈호강 시켜준다 한들 결국은 심드렁해지고 지루해지며 영화가 길구나.. 하는 생각까지 하게 된다. 또한 나름의 완결성을 갖춘 1편과 다르게 2편은 3편을 위한 징검다리 역할에만 충실한 것 같아서 아쉬움이 더 짙게 남는다.

별점 3개. 이것은 순전히 '아바타2'의 기술력에 매기는 점수이다. 스토리의 아쉬움이 치명적이지만 어쨌든 비주얼 혁명이라고 말할 수 있을 만큼 기술력이 대단하기에.. 바닥 친 서사의 멱살 잡고 끌어올린 셈이라고 봐야겠다. 2편까지는 그래도 오케이, 근데 3편도 이렇게 만들었다가는 더 이상 아바타 시리즈를 기대하지 않게 될 것 같다.


(시사회 초대해주신 키노라이츠에 감사드립니다) 스토리는 애매하지만 영상미는 경이롭다."
